tweet_id,cosine_sim
1021009,0.4010583162307739
1028972,0.5775627493858337
1043738,0.5471030473709106
1057307,0.15500196814537048
1088763,0.5178186893463135
1089804,0.42560702562332153
109871,0.7705864906311035
1171387,0.5380929708480835
1188539,0.6564779281616211
1201249,0.5929560661315918
1201250,0.8452014923095703
1201951,0.24681909382343292
1203443,0.7989286780357361
1210658,0.441787987947464
1211144,0.6091204881668091
1223652,0.556465744972229
124013,0.40837931632995605
1243763,0.35280507802963257
1260435,0.7171318531036377
1264572,0.22032879292964935
1273453,0.36781245470046997
1300641,0.7061545848846436
1302325,0.7041089534759521
1331874,0.2570975422859192
1337149,0.7033201456069946
1355355,0.6951446533203125
1378717,0.5834300518035889
1385292,0.6773577332496643
1386499,0.49943414330482483
1390682,0.6942731142044067
1408065,0.6303085088729858
1426724,0.7168934941291809
1427899,0.6437912583351135
1434026,0.6742966175079346
1500639,0.7400615215301514
1537580,0.35080406069755554
1553294,0.37485477328300476
1608086,0.5599873065948486
1611170,0.22535228729248047
1716715,0.8235213756561279
172308,0.2787545323371887
1724677,0.47489142417907715
1731666,0.436903178691864
1733867,0.5616558790206909
1743689,0.13317130506038666
1744141,0.6824898719787598
1763160,0.757666826248169
179227,0.251925528049469
179281,0.4544089734554291
180633,0.5724339485168457
180824,0.572605311870575
180957,0.3772164583206177
1816328,0.23369252681732178
1816343,0.4468805193901062
1820591,0.5258588194847107
1861662,0.6933696269989014
18702,0.4871695041656494
191803,0.4176637828350067
1955359,0.3246704339981079
197845,0.1503601223230362
2017527,0.7684383392333984
2036752,0.6877309083938599
2049089,0.632542610168457
2107243,0.3488048315048218
2107247,0.6519709229469299
2141351,0.8177827596664429
218183,0.22068898379802704
2205540,0.4732499420642853
2212145,0.4710741341114044
2240574,0.5662611126899719
2242055,0.37148767709732056
224398,0.6304017305374146
2260643,0.42955005168914795
2266736,0.7816667556762695
2283447,0.5924640893936157
2299080,0.815532386302948
2301902,0.7462778091430664
2319726,0.38099023699760437
2324481,0.5199588537216187
2360438,0.7499706745147705
2392659,0.7671144604682922
2408663,0.7347236275672913
2447448,0.753919243812561
247479,0.7065377235412598
2478911,0.6395534873008728
2513669,0.538922905921936
2536390,0.559592604637146
2539030,0.8700981736183167
2549512,0.5920003652572632
2555117,0.6288422346115112
2565638,0.8025104999542236
257158,0.3093494474887848
2584254,0.7437536716461182
2609889,0.4926173686981201
2610640,0.6049551367759705
2610681,0.8344794511795044
2621079,0.6954609155654907
2643350,0.7144731283187866
2671809,0.2719324827194214
2690730,0.3621135950088501
269483,0.4723300337791443
2704957,0.4523560404777527
2712528,0.33593469858169556
2754598,0.80325847864151
2758189,0.4485805630683899
2761235,0.4062849283218384
2767618,0.11816929280757904
277836,0.014265641570091248
2792012,0.5633623600006104
2807326,0.4685875475406647
281131,0.5711098909378052
2821581,0.47605669498443604
2824031,0.634497880935669
2834308,0.5365214347839355
2850597,0.35744863748550415
2850740,0.44797277450561523
2859935,0.6821206212043762
2868432,0.41855067014694214
2875085,0.6850152015686035
2884142,0.6042603254318237
2887941,0.6799482703208923
2899531,0.9961885213851929
2910414,0.9220534563064575
2938337,0.6932783126831055
294847,0.44358521699905396
2979606,0.43989527225494385
2985490,0.7884716987609863
29943,0.6609050035476685
30506,0.355751097202301
307872,0.642365574836731
313636,0.3684896230697632
322873,0.4960172772407532
324412,0.27240678668022156
339930,0.6589446663856506
345827,0.31578829884529114
347936,0.5045107007026672
351503,0.18750354647636414
35864,0.3651767373085022
358859,0.2514495253562927
381415,0.6001863479614258
392214,0.47737443447113037
418192,0.587742805480957
420304,0.4181605279445648
424294,0.3555886149406433
429075,0.6922577619552612
448710,0.616299033164978
450776,0.3904417157173157
490438,0.3700542449951172
495794,0.5313581824302673
504896,0.6467571258544922
504977,0.706881046295166
505835,0.548424243927002
50755,0.41561973094940186
527645,0.6445044875144958
545786,0.5229297876358032
549383,0.29450955986976624
57436,0.8875502347946167
595675,0.5282629132270813
619923,0.7181227207183838
631705,0.43800440430641174
67472,0.8128635883331299
694345,0.33707916736602783
69692,0.47312647104263306
709984,0.31822293996810913
723655,0.3876815736293793
727126,0.3935401141643524
729202,0.5113728046417236
734683,0.44599270820617676
739766,0.4831199049949646
757743,0.44003328680992126
76022,0.7655822038650513
820644,0.8875433206558228
843124,0.5114449262619019
856936,0.7709788084030151
857840,0.5269953608512878
861829,0.4118417501449585
879214,0.3542134761810303
893338,0.5342208743095398
894266,0.6950281262397766
910341,0.3265035152435303
926365,0.7020357847213745
946583,0.7133083343505859
946648,0.4905227720737457
962651,0.33476966619491577
96750,0.6877669095993042
969929,0.4935857951641083
970515,0.6514408588409424
